"annee";"profession_sante";"Num_dep";"hono_sans_depassement_moyens";"depassements_moyens"
"2018";"Hépato-gastro-entérologues";"83";"237366";"29679"
"2018";"Hépato-gastro-entérologues";"2B";"457082";"274"
"2018";"Infirmiers";"75";"88670";"991"
"2018";"Infirmiers";"91";"90531";"23"
"2018";"Infirmiers";"92";"95872";"152"
"2018";"Infirmiers";"95";"94668";"10"
"2018";"Infirmiers";"18";"83353";"9"
"2018";"Infirmiers";"45";"87080";"3"
"2018";"Infirmiers";"21";"84748";"9"
"2018";"Infirmiers";"71";"78770";"8"
"2018";"Infirmiers";"27";"83386";"10"
"2018";"Infirmiers";"02";"89417";"6"
"2018";"Infirmiers";"55";"92095";"3"
"2018";"Infirmiers";"67";"94051";"2"
"2018";"Infirmiers";"85";"70978";"7"
"2018";"Infirmiers";"56";"82784";"5"
"2018";"Infirmiers";"16";"82953";"15"
"2018";"Infirmiers";"17";"92368";"25"
"2018";"Infirmiers";"19";"88242";"1"
"2018";"Infirmiers";"23";"78672";"2"
"2018";"Infirmiers";"24";"82800";"3"
"2018";"Infirmiers";"40";"77239";"3"
"2018";"Infirmiers";"86";"88086";"6"
"2018";"Infirmiers";"30";"89176";"4"
"2018";"Infirmiers";"31";"80417";"1"
"2018";"Infirmiers";"32";"72525";"5"
"2018";"Infirmiers";"46";"76626";"3"
"2018";"Infirmiers";"15";"87310";"8"
"2018";"Infirmiers";"38";"76305";"8"
"2018";"Infirmiers";"42";"79691";"3"
"2018";"Infirmiers";"43";"78322";"1"
"2018";"Infirmiers";"63";"84409";"5"
"2018";"Infirmiers";"74";"76114";"20"
"2018";"Infirmiers";"05";"77393";"6"
"2018";"Infirmiers";"06";"97082";"3"
"2018";"Masseurs-kinésithérapeutes";"75";"59459";"18410"
"2018";"Masseurs-kinésithérapeutes";"91";"83481";"1506"
"2018";"Masseurs-kinésithérapeutes";"92";"69785";"13008"
"2018";"Masseurs-kinésithérapeutes";"18";"95804";"127"
"2018";"Masseurs-kinésithérapeutes";"36";"94404";"54"
"2018";"Masseurs-kinésithérapeutes";"37";"78178";"223"
"2018";"Masseurs-kinésithérapeutes";"41";"82523";"31"
"2018";"Masseurs-kinésithérapeutes";"45";"85060";"187"
"2018";"Masseurs-kinésithérapeutes";"25";"71689";"255"
"2018";"Masseurs-kinésithérapeutes";"39";"71622";"236"
"2018";"Masseurs-kinésithérapeutes";"71";"90594";"378"
"2018";"Masseurs-kinésithérapeutes";"14";"83837";"387"
"2018";"Masseurs-kinésithérapeutes";"27";"91850";"433"
"2018";"Masseurs-kinésithérapeutes";"59";"87506";"92"
"2018";"Masseurs-kinésithérapeutes";"62";"96723";"47"
"2018";"Masseurs-kinésithérapeutes";"08";"91393";"15"
"2018";"Masseurs-kinésithérapeutes";"51";"85202";"368"
"2018";"Masseurs-kinésithérapeutes";"55";"97441";"29"
"2018";"Masseurs-kinésithérapeutes";"57";"87583";"340"
"2018";"Masseurs-kinésithérapeutes";"88";"90158";"16"
"2018";"Masseurs-kinésithérapeutes";"44";"65874";"194"
"2018";"Masseurs-kinésithérapeutes";"53";"86050";"25"
"2018";"Masseurs-kinésithérapeutes";"35";"70227";"392"
"2018";"Masseurs-kinésithérapeutes";"87";"86086";"59"
"2018";"Masseurs-kinésithérapeutes";"31";"74465";"86"
"2018";"Masseurs-kinésithérapeutes";"32";"85605";"7"
"2018";"Masseurs-kinésithérapeutes";"34";"81590";"81"
"2018";"Masseurs-kinésithérapeutes";"46";"80460";"187"
"2018";"Masseurs-kinésithérapeutes";"81";"80460";"80"
"2018";"Masseurs-kinésithérapeutes";"15";"92832";"20"
"2018";"Masseurs-kinésithérapeutes";"26";"74726";"36"
"2018";"Masseurs-kinésithérapeutes";"05";"60398";"122"
"2018";"Masseurs-kinésithérapeutes";"13";"94123";"50"
"2018";"Masseurs-kinésithérapeutes";"2B";"113383";"11"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"971";"195602";"1572"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"77";"171150";"5402"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"78";"158235";"4831"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"91";"171041";"2774"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"94";"169534";"5683"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"28";"183143";"1219"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"21";"156538";"367"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"25";"153951";"267"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"71";"159703";"291"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"50";"176252";"81"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"61";"173581";"99"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"02";"211465";"659"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"08";"185478";"72"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"10";"195771";"117"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"52";"185924";"827"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"68";"170515";"2360"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"88";"182320";"281"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"72";"186686";"341"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"85";"176680";"338"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"22";"168616";"149"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"35";"151631";"207"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"40";"168945";"135"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"11";"171773";"521"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"65";"168495";"141"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"15";"171588";"265"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"26";"152498";"348"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"42";"152631";"461"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"69";"141680";"3975"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"74";"143372";"2538"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"05";"134930";"673"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"13";"153847";"1089"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"83";"160676";"1914"
"2018";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"84";"159693";"853"
"2018";"Médecins généralistes à expertise particulière (MEP)";"971";"176861";"4405"
"2018";"Médecins généralistes à expertise particulière (MEP)";"972";"250746";"1522"
"2018";"Médecins généralistes à expertise particulière (MEP)";"976";"NS";"NS"
"2018";"Médecins généralistes à expertise particulière (MEP)";"77";"187623";"12096"
"2018";"Médecins généralistes à expertise particulière (MEP)";"94";"170870";"25475"
"2018";"Médecins généralistes à expertise particulière (MEP)";"37";"180540";"4088"
"2018";"Médecins généralistes à expertise particulière (MEP)";"45";"192616";"13537"
"2018";"Médecins généralistes à expertise particulière (MEP)";"21";"165567";"8442"
"2018";"Médecins généralistes à expertise particulière (MEP)";"25";"196693";"6034"
"2018";"Médecins généralistes à expertise particulière (MEP)";"39";"156394";"20171"
"2018";"Médecins généralistes à expertise particulière (MEP)";"58";"181674";"4719"
"2018";"Médecins généralistes à expertise particulière (MEP)";"89";"218096";"9927"
"2018";"Médecins généralistes à expertise particulière (MEP)";"90";"248072";"46785"
"2018";"Médecins généralistes à expertise particulière (MEP)";"50";"169551";"13212"
"2018";"Médecins généralistes à expertise particulière (MEP)";"61";"228112";"2075"
"2018";"Médecins généralistes à expertise particulière (MEP)";"59";"159805";"13291"
"2018";"Médecins généralistes à expertise particulière (MEP)";"62";"158738";"14264"
"2018";"Médecins généralistes à expertise particulière (MEP)";"88";"172908";"8811"
"2018";"Médecins généralistes à expertise particulière (MEP)";"53";"148333";"17775"
"2018";"Médecins généralistes à expertise particulière (MEP)";"72";"158452";"9948"
"2018";"Médecins généralistes à expertise particulière (MEP)";"35";"154672";"5195"
"2018";"Médecins généralistes à expertise particulière (MEP)";"56";"139011";"3994"
"2018";"Médecins généralistes à expertise particulière (MEP)";"79";"165641";"2144"
"2018";"Médecins généralistes à expertise particulière (MEP)";"87";"170107";"1787"
"2018";"Médecins généralistes à expertise particulière (MEP)";"09";"NS";"NS"
"2018";"Médecins généralistes à expertise particulière (MEP)";"11";"136362";"2131"
"2018";"Médecins généralistes à expertise particulière (MEP)";"32";"169041";"3618"
"2018";"Médecins généralistes à expertise particulière (MEP)";"48";"NS";"NS"
"2018";"Médecins généralistes à expertise particulière (MEP)";"43";"NS";"NS"
"2018";"Médecins généralistes à expertise particulière (MEP)";"74";"132692";"10763"
"2018";"Médecins généralistes à expertise particulière (MEP)";"13";"165227";"7463"
"2018";"Médecins généralistes à expertise particulière (MEP)";"83";"169094";"10236"
"2018";"Médecins généralistes à expertise particulière (MEP)";"2A";"181278";"1250"
"2018";"Médecins nucléaires";"92";"796247";"95563"
"2018";"Médecins nucléaires";"93";"653441";"3233"
"2018";"Médecins nucléaires";"18";"NS";"NS"
"2018";"Médecins nucléaires";"36";"NS";"NS"
"2018";"Médecins nucléaires";"25";"NS";"NS"
"2018";"Médecins nucléaires";"58";"0";"0"
"2018";"Médecins nucléaires";"70";"NS";"NS"
"2018";"Médecins nucléaires";"89";"NS";"NS"
"2018";"Médecins nucléaires";"57";"0";"0"
"2018";"Médecins nucléaires";"67";"0";"0"
"2018";"Médecins nucléaires";"68";"NS";"NS"
"2018";"Médecins nucléaires";"88";"NS";"NS"
"2018";"Médecins nucléaires";"49";"NS";"NS"
"2018";"Médecins nucléaires";"72";"NS";"NS"
"2018";"Médecins nucléaires";"85";"NS";"NS"
"2018";"Médecins nucléaires";"22";"0";"0"
"2018";"Médecins nucléaires";"19";"NS";"NS"
"2018";"Médecins nucléaires";"23";"0";"0"
"2018";"Médecins nucléaires";"64";"0";"0"
"2018";"Médecins nucléaires";"79";"NS";"NS"
"2018";"Médecins nucléaires";"87";"0";"0"
"2018";"Médecins nucléaires";"09";"NS";"NS"
"2018";"Médecins nucléaires";"11";"NS";"NS"
"2018";"Médecins nucléaires";"12";"NS";"NS"
"2018";"Médecins nucléaires";"31";"904542";"34"
"2018";"Médecins nucléaires";"46";"NS";"NS"
"2018";"Médecins nucléaires";"26";"0";"0"
"2018";"Médecins nucléaires";"42";"NS";"NS"
"2018";"Médecins nucléaires";"43";"0";"0"
"2018";"Médecins nucléaires";"63";"NS";"NS"
"2018";"Médecins nucléaires";"69";"1040883";"20"
"2018";"Médecins nucléaires";"84";"0";"0"
"2018";"Médecins pathologistes";"971";"NS";"NS"
"2018";"Médecins pathologistes";"974";"899673";"5"
"2018";"Médecins pathologistes";"95";"0";"0"
"2018";"Médecins pathologistes";"28";"NS";"NS"
"2018";"Médecins pathologistes";"37";"800873";"22898"
"2018";"Médecins pathologistes";"21";"659840";"89398"
"2018";"Médecins pathologistes";"39";"NS";"NS"
"2018";"Médecins pathologistes";"58";"NS";"NS"
"2018";"Médecins pathologistes";"89";"NS";"NS"
"2018";"Médecins pathologistes";"27";"NS";"NS"
"2018";"Médecins pathologistes";"02";"0";"0"
"2018";"Médecins pathologistes";"59";"752884";"4857"
"2018";"Médecins pathologistes";"10";"NS";"NS"
"2018";"Médecins pathologistes";"51";"679260";"40"
"2018";"Médecins pathologistes";"55";"0";"0"
"2018";"Médecins pathologistes";"67";"582143";"12664"
"2018";"Médecins pathologistes";"68";"NS";"NS"
"2018";"Médecins pathologistes";"88";"NS";"NS"
"2018";"Médecins pathologistes";"56";"NS";"NS"
"2018";"Médecins pathologistes";"23";"0";"0"
"2018";"Médecins pathologistes";"47";"NS";"NS"
"2018";"Médecins pathologistes";"64";"506727";"19892"
"2018";"Médecins pathologistes";"09";"0";"0"
"2018";"Médecins pathologistes";"11";"324458";"203"
"2018";"Médecins pathologistes";"31";"434303";"2609"
"2018";"Médecins pathologistes";"66";"620260";"32112"
"2018";"Médecins pathologistes";"81";"NS";"NS"
"2018";"Médecins pathologistes";"82";"NS";"NS"
"2018";"Médecins pathologistes";"26";"0";"0"
"2018";"Médecins pathologistes";"43";"0";"0"
"2018";"Médecins pathologistes";"05";"NS";"NS"
"2018";"Médecins pathologistes";"13";"451674";"2043"
"2018";"Médecins pathologistes";"2B";"NS";"NS"
"2018";"Médecins vasculaires";"971";"0";"0"
"2018";"Médecins vasculaires";"972";"0";"0"
"2018";"Médecins vasculaires";"973";"0";"0"
"2018";"Médecins vasculaires";"91";"0";"0"
"2018";"Médecins vasculaires";"92";"0";"0"
"2018";"Médecins vasculaires";"36";"0";"0"
"2018";"Médecins vasculaires";"21";"0";"0"
"2018";"Médecins vasculaires";"89";"0";"0"
"2018";"Médecins vasculaires";"50";"0";"0"
"2018";"Médecins vasculaires";"61";"0";"0"
"2018";"Médecins vasculaires";"76";"NS";"NS"
"2018";"Médecins vasculaires";"59";"0";"0"
"2018";"Médecins vasculaires";"60";"0";"0"
"2018";"Médecins vasculaires";"08";"0";"0"
"2018";"Médecins vasculaires";"10";"0";"0"
"2018";"Médecins vasculaires";"52";"0";"0"
"2018";"Médecins vasculaires";"54";"0";"0"
"2018";"Médecins vasculaires";"44";"0";"0"
"2018";"Médecins vasculaires";"85";"0";"0"
"2018";"Médecins vasculaires";"56";"0";"0"
"2018";"Médecins vasculaires";"24";"0";"0"
"2018";"Médecins vasculaires";"33";"0";"0"
"2018";"Médecins vasculaires";"47";"0";"0"
"2018";"Médecins vasculaires";"79";"0";"0"
"2018";"Médecins vasculaires";"87";"0";"0"
"2018";"Médecins vasculaires";"81";"NS";"NS"
"2018";"Médecins vasculaires";"82";"0";"0"
"2018";"Médecins vasculaires";"26";"0";"0"
"2018";"Médecins vasculaires";"43";"0";"0"
"2018";"Neurologues";"974";"292442";"22"
"2018";"Neurologues";"75";"140527";"50376"
"2018";"Neurologues";"92";"243690";"78666"
"2018";"Neurologues";"93";"367850";"28020"
"2018";"Neurologues";"94";"211763";"41513"
"2018";"Neurologues";"37";"251902";"4534"
"2018";"Neurologues";"41";"NS";"NS"
"2018";"Neurologues";"21";"263968";"19036"
"2018";"Neurologues";"25";"130452";"42"
"2018";"Neurologues";"58";"NS";"NS"
"2018";"Neurologues";"90";"NS";"NS"
"2018";"Neurologues";"50";"NS";"NS"
"2018";"Neurologues";"61";"0";"0"
"2018";"Neurologues";"76";"295994";"4171"
"2018";"Neurologues";"59";"225887";"15362"
"2018";"Neurologues";"10";"NS";"NS"
"2018";"Neurologues";"52";"0";"0"
"2018";"Neurologues";"44";"187038";"828"
"2018";"Neurologues";"72";"NS";"NS"
"2018";"Neurologues";"85";"214159";"34"
"2018";"Neurologues";"29";"181080";"2266"
"2018";"Neurologues";"23";"0";"0"
"2018";"Neurologues";"33";"213295";"7726"
"2018";"Neurologues";"09";"0";"0"
"2018";"Neurologues";"12";"NS";"NS"
"2018";"Neurologues";"46";"NS";"NS"
"2018";"Neurologues";"65";"NS";"NS"
"2018";"Neurologues";"82";"NS";"NS"
"2018";"Neurologues";"15";"0";"0"
"2018";"Neurologues";"63";"216354";"810"
"2018";"Neurologues";"73";"NS";"NS"
"2018";"Neurologues";"04";"NS";"NS"
"2018";"Neurologues";"83";"304615";"7054"
"2018";"Neurologues";"2A";"0";"0"
"2018";"Néphrologues";"974";"NS";"NS"
"2018";"Néphrologues";"75";"270672";"4901"
"2018";"Néphrologues";"77";"NS";"NS"
"2018";"Néphrologues";"78";"NS";"NS"
"2018";"Néphrologues";"93";"319875";"38"
"2018";"Néphrologues";"94";"364878";"530"
"2018";"Néphrologues";"18";"0";"0"
"2018";"Néphrologues";"37";"NS";"NS"
"2018";"Néphrologues";"41";"423300";"6"
"2018";"Néphrologues";"21";"NS";"NS"
"2018";"Néphrologues";"90";"0";"0"
"2018";"Néphrologues";"27";"NS";"NS"
"2018";"Néphrologues";"76";"335712";"38"
"2018";"Néphrologues";"60";"NS";"NS"
"2018";"Néphrologues";"08";"0";"0"
"2018";"Néphrologues";"52";"NS";"NS"
"2018";"Néphrologues";"54";"NS";"NS"
"2018";"Néphrologues";"55";"0";"0"
"2018";"Néphrologues";"49";"NS";"NS"
"2018";"Néphrologues";"85";"0";"0"
"2018";"Néphrologues";"56";"0";"0"
"2018";"Néphrologues";"16";"0";"0"
"2018";"Néphrologues";"79";"0";"0"
"2018";"Néphrologues";"87";"0";"0"
"2018";"Néphrologues";"48";"NS";"NS"
"2018";"Néphrologues";"66";"218628";"14"
"2018";"Néphrologues";"03";"0";"0"
"2018";"Néphrologues";"15";"NS";"NS"
"2018";"Néphrologues";"26";"0";"0"
"2018";"Néphrologues";"43";"0";"0"
"2018";"Néphrologues";"73";"0";"0"
"2018";"Néphrologues";"84";"NS";"NS"
"2018";"Ophtalmologues";"971";"377900";"50623"
"2018";"Ophtalmologues";"973";"NS";"NS"
"2018";"Ophtalmologues";"976";"0";"0"
"2018";"Ophtalmologues";"75";"227659";"227437"
"2018";"Ophtalmologues";"94";"213407";"118769"
"2018";"Ophtalmologues";"36";"NS";"NS"
"2018";"Ophtalmologues";"39";"383310";"131050"
"2018";"Ophtalmologues";"70";"NS";"NS"
"2018";"Ophtalmologues";"90";"NS";"NS"
"2018";"Ophtalmologues";"14";"484458";"100225"
"2018";"Ophtalmologues";"27";"289770";"132964"
"2018";"Ophtalmologues";"02";"304450";"106809"
"2018";"Ophtalmologues";"59";"343116";"83386"
"2018";"Ophtalmologues";"60";"345869";"208237"
"2018";"Ophtalmologues";"51";"336830";"187032"
"2018";"Ophtalmologues";"55";"460054";"145422"
"2018";"Ophtalmologues";"67";"338743";"196201"
"2018";"Ophtalmologues";"85";"534494";"79568"
"2018";"Ophtalmologues";"35";"383007";"65348"
"2018";"Ophtalmologues";"16";"434747";"104716"
"2018";"Ophtalmologues";"64";"361833";"165049"
"2018";"Ophtalmologues";"09";"252122";"71581"
"2018";"Ophtalmologues";"34";"328051";"71751"
"2018";"Ophtalmologues";"48";"NS";"NS"
"2018";"Ophtalmologues";"82";"444774";"124192"
"2018";"Ophtalmologues";"07";"361082";"135697"
"2018";"Ophtalmologues";"05";"324864";"37984"
"2018";"Ophtalmologues";"83";"317024";"79879"
"2018";"Ophtalmologues";"84";"356988";"142113"
"2018";"Ophtalmologues";"2A";"324578";"143693"
"2018";"Ophtalmologues";"2B";"288173";"127269"
"2018";"Orthophonistes";"971";"61770";"108"
"2018";"Orthophonistes";"973";"44893";"2"
"2018";"Orthophonistes";"976";"NS";"NS"
"2018";"Orthophonistes";"77";"55209";"2"
"2018";"Orthophonistes";"91";"55678";"2"
"2018";"Orthophonistes";"93";"58833";"3"
"2018";"Orthophonistes";"94";"56159";"37"
"2018";"Orthophonistes";"18";"49418";"2"
"2018";"Orthophonistes";"28";"52525";"2"
"2018";"Orthophonistes";"41";"54123";"1"
"2018";"Orthophonistes";"39";"48998";"1"
"2018";"Orthophonistes";"71";"52288";"1"
"2018";"Orthophonistes";"59";"58763";"1"
"2018";"Orthophonistes";"68";"53611";"33"
"2018";"Orthophonistes";"88";"57913";"7"
"2018";"Orthophonistes";"53";"48540";"0"
"2018";"Orthophonistes";"17";"52568";"3"
"2018";"Orthophonistes";"24";"48889";"1"
"2018";"Orthophonistes";"64";"52523";"2"
"2018";"Orthophonistes";"87";"48191";"1"
"2018";"Orthophonistes";"09";"44636";"1"
"2018";"Orthophonistes";"32";"44068";"0"
"2018";"Orthophonistes";"34";"56016";"1"
"2018";"Orthophonistes";"66";"51068";"1"
"2018";"Orthophonistes";"81";"54112";"1"
"2018";"Orthophonistes";"82";"50407";"4"
"2018";"Orthophonistes";"38";"49578";"2"
"2018";"Orthophonistes";"43";"50319";"0"
"2018";"Orthophonistes";"63";"51652";"6"
"2018";"Orthoptistes";"93";"66934";"283"
"2018";"Orthoptistes";"95";"70353";"349"
"2018";"Orthoptistes";"28";"59932";"207"
"2018";"Orthoptistes";"45";"39000";"31"
"2018";"Orthoptistes";"21";"49824";"2"
"2018";"Orthoptistes";"25";"63755";"17"
"2018";"Orthoptistes";"71";"65621";"25"
"2018";"Orthoptistes";"89";"62040";"6"
"2018";"Orthoptistes";"90";"NS";"NS"
"2018";"Orthoptistes";"61";"NS";"NS"
"2018";"Orthoptistes";"76";"59720";"6"
"2018";"Orthoptistes";"60";"52246";"85"
"2018";"Orthoptistes";"62";"52091";"9"
"2018";"Orthoptistes";"80";"NS";"NS"
"2018";"Orthoptistes";"08";"NS";"NS"
"2018";"Orthoptistes";"51";"52706";"58"
"2018";"Orthoptistes";"52";"NS";"NS"
"2018";"Orthoptistes";"57";"67691";"165"
"2018";"Orthoptistes";"88";"55985";"5"
"2018";"Orthoptistes";"44";"64834";"89"
"2018";"Orthoptistes";"72";"68286";"4"
"2018";"Orthoptistes";"85";"55112";"9"
"2018";"Orthoptistes";"16";"56664";"3"
"2018";"Orthoptistes";"24";"56828";"23"
"2018";"Orthoptistes";"33";"59025";"14"
"2018";"Orthoptistes";"79";"60336";"86"
"2018";"Orthoptistes";"86";"55470";"3"
"2018";"Orthoptistes";"87";"NS";"NS"
"2018";"Orthoptistes";"09";"55615";"25"
"2018";"Orthoptistes";"12";"54582";"1"
"2018";"Orthoptistes";"32";"NS";"NS"
"2018";"Orthoptistes";"34";"59871";"9"
"2018";"Orthoptistes";"01";"55932";"11"
"2018";"Orthoptistes";"03";"57402";"34"
"2018";"Orthoptistes";"15";"61694";"8"
"2018";"Orthoptistes";"38";"58701";"10"
"2018";"Orthoptistes";"2A";"59867";"3"
"2018";"Orthoptistes";"2B";"56563";"0"
"2018";"Oto-rhino-laryngologistes";"971";"NS";"NS"
"2018";"Oto-rhino-laryngologistes";"972";"NS";"NS"
"2018";"Oto-rhino-laryngologistes";"78";"192440";"95261"
"2018";"Oto-rhino-laryngologistes";"92";"147358";"111902"
"2018";"Oto-rhino-laryngologistes";"94";"131107";"58398"
"2018";"Oto-rhino-laryngologistes";"28";"NS";"NS"
"2018";"Oto-rhino-laryngologistes";"36";"NS";"NS"
"2018";"Oto-rhino-laryngologistes";"37";"233344";"29920"
"2018";"Oto-rhino-laryngologistes";"45";"209936";"81959"
"2018";"Oto-rhino-laryngologistes";"39";"NS";"NS"
"2018";"Oto-rhino-laryngologistes";"90";"NS";"NS"
"2018";"Oto-rhino-laryngologistes";"14";"238503";"46230"
"2018";"Oto-rhino-laryngologistes";"27";"NS";"NS"
"2018";"Oto-rhino-laryngologistes";"50";"245185";"50123"
"2018";"Oto-rhino-laryngologistes";"61";"NS";"NS"
"2018";"Oto-rhino-laryngologistes";"02";"191809";"10875"
"2018";"Oto-rhino-laryngologistes";"59";"251683";"36469"
"2018";"Oto-rhino-laryngologistes";"62";"249937";"14260"
"2018";"Oto-rhino-laryngologistes";"08";"NS";"NS"
"2018";"Oto-rhino-laryngologistes";"10";"NS";"NS"
"2018";"Oto-rhino-laryngologistes";"51";"287156";"68941"
"2018";"Oto-rhino-laryngologistes";"52";"NS";"NS"
"2018";"Oto-rhino-laryngologistes";"54";"226013";"55149"
"2018";"Oto-rhino-laryngologistes";"55";"NS";"NS"
"2018";"Oto-rhino-laryngologistes";"68";"228402";"96051"
"2018";"Oto-rhino-laryngologistes";"88";"NS";"NS"
"2018";"Oto-rhino-laryngologistes";"53";"NS";"NS"
"2018";"Oto-rhino-laryngologistes";"72";"292109";"35643"
"2018";"Oto-rhino-laryngologistes";"22";"295321";"4937"
"2018";"Oto-rhino-laryngologistes";"35";"260655";"28892"
"2018";"Oto-rhino-laryngologistes";"24";"245643";"58416"
"2018";"Oto-rhino-laryngologistes";"47";"235485";"33896"
"2018";"Oto-rhino-laryngologistes";"87";"209370";"7089"
"2018";"Oto-rhino-laryngologistes";"34";"266067";"35185"
"2018";"Oto-rhino-laryngologistes";"46";"140878";"330"
"2018";"Oto-rhino-laryngologistes";"01";"185348";"45409"
"2018";"Oto-rhino-laryngologistes";"03";"224539";"9595"
"2018";"Oto-rhino-laryngologistes";"07";"200303";"68500"
"2018";"Oto-rhino-laryngologistes";"38";"205966";"55298"
"2018";"Oto-rhino-laryngologistes";"63";"226421";"84488"
"2018";"Oto-rhino-laryngologistes";"04";"190886";"21439"
"2018";"Oto-rhino-laryngologistes";"13";"211649";"45664"
"2018";"Oto-rhino-laryngologistes";"83";"201780";"43373"
"2018";"Pneumologues";"972";"341638";"8407"
"2018";"Pneumologues";"973";"NS";"NS"
"2018";"Pneumologues";"974";"313694";"17"
"2018";"Pneumologues";"78";"182674";"32480"
"2018";"Pneumologues";"36";"NS";"NS"
"2018";"Pneumologues";"45";"277218";"5647"
"2018";"Pneumologues";"39";"NS";"NS"
"2018";"Pneumologues";"58";"NS";"NS"
"2018";"Pneumologues";"90";"0";"0"
"2018";"Pneumologues";"50";"NS";"NS"
"2018";"Pneumologues";"76";"256894";"6501"
"2018";"Pneumologues";"02";"NS";"NS"
"2018";"Pneumologues";"59";"300132";"4586"
"2018";"Pneumologues";"60";"NS";"NS"
"2018";"Pneumologues";"62";"361021";"133"
"2018";"Pneumologues";"80";"467370";"166"
"2018";"Pneumologues";"10";"NS";"NS"
"2018";"Pneumologues";"57";"294441";"91"
"2018";"Pneumologues";"67";"256819";"25985"
"2018";"Pneumologues";"44";"239816";"2797"
"2018";"Pneumologues";"22";"324778";"1228"
"2018";"Pneumologues";"29";"212547";"42"
"2018";"Pneumologues";"19";"206967";"148"
"2018";"Pneumologues";"24";"NS";"NS"
"2018";"Pneumologues";"33";"224442";"21417"
"2018";"Pneumologues";"40";"NS";"NS"
"2018";"Pneumologues";"64";"283376";"327"
"2018";"Pneumologues";"79";"NS";"NS"
"2018";"Pneumologues";"09";"NS";"NS"
"2018";"Pneumologues";"32";"NS";"NS"
"2018";"Pneumologues";"34";"240211";"278"
"2018";"Pneumologues";"46";"NS";"NS"
"2018";"Pneumologues";"65";"NS";"NS"
"2018";"Pneumologues";"66";"244262";"471"
"2018";"Pneumologues";"81";"221391";"54"
"2018";"Pneumologues";"82";"214878";"811"
"2018";"Pneumologues";"03";"NS";"NS"
"2018";"Pneumologues";"15";"NS";"NS"
"2018";"Pneumologues";"26";"339830";"14083"
"2018";"Pneumologues";"63";"209387";"53"
"2018";"Pneumologues";"74";"157813";"7705"
"2018";"Pneumologues";"05";"NS";"NS"
"2018";"Pneumologues";"13";"181754";"5204"
"2018";"Pneumologues";"84";"211266";"2161"
"2018";"Pneumologues";"2A";"NS";"NS"
"2018";"Psychiatres";"971";"NS";"NS"
"2018";"Psychiatres";"974";"196915";"13061"
"2018";"Psychiatres";"77";"204789";"28561"
"2018";"Psychiatres";"91";"194763";"41185"
"2018";"Psychiatres";"28";"NS";"NS"
"2018";"Psychiatres";"36";"NS";"NS"
"2018";"Psychiatres";"39";"108768";"20"
"2018";"Psychiatres";"71";"134682";"19080"
"2018";"Psychiatres";"90";"NS";"NS"
"2018";"Psychiatres";"14";"102521";"7929"
"2018";"Psychiatres";"50";"NS";"NS"
"2018";"Psychiatres";"02";"211130";"12120"
"2018";"Psychiatres";"60";"148824";"15611"
"2018";"Psychiatres";"80";"157331";"1650"
"2018";"Psychiatres";"10";"NS";"NS"
"2018";"Psychiatres";"52";"0";"0"
"2018";"Psychiatres";"67";"122188";"30781"
"2018";"Psychiatres";"49";"108928";"4289"
"2018";"Psychiatres";"53";"152142";"31"
"2018";"Psychiatres";"72";"145591";"2304"
"2018";"Psychiatres";"35";"138814";"10294"
"2018";"Psychiatres";"16";"110258";"32462"
